Product_Reviews,Polarity,Type,State,Language
Ang ganda parang ako hahahahahahahahahah. Cute saka di talaga nagrereflect yung fingerprint lalo na't pasmado ako haha.,,,,
"  Sobrang gAndA pAdin pO tulAd ng dAti pAng 3times nApO akOng umOrder ditO sA Shop nA tO sObrAng Satisfied pO akO... Sa mgA nAghahanAp pO jAn ng mAgandAng Case, Tempered at iba bA ditO napO kayO bumiLi.. 😊😊
Thank You pO and God Bless 😇",,,,
Gooooodds. Bilis dumating. Itry ko mamaya ikabit. Salamat seller. Ang ganda well packaged pa talagaa para di masira. Goooodsss goooods goooods,,,,
Akala ko walang laman kasi puro karton lang nakita ko. yun pala nakaipit lang dun para di masira. Okay naman sya iba lang box nya sa una kong nabili dati pero pareho naman sa loob. Thank you. fit sya sa phone ko.,,,,
Always complete orders ko 😊 ang bilis din ng deliver nya affordable pero ang ganda ng mga items nag sesend si seller ng picture bago i ship 😊 thankyou seller ❤️,,,,
The items are in great condition and well packed as the seller said. may takip din na kahon yung tempered bukod sa bubble wrap para hindi talaga ma-damage yung item. responsive din si seller at nag send ng picture ng items. thank you seller ❣️,,,,
everything is in good condition but the case does not fit in 6i so sad it's my fault I don't check if it fits in 6i but it's ok I'll just sell it hahaha. the seller is kind he sent the item first before he ship the item. Kudos to seller! 😍,,,,
Maganda yung ceramic matte talaga bet na bet ki siya and ewan ko pero mas bet niya yunh hindi matte pero ang ganda kaya sa mata ng matte,,,,
Super love the products! Will surely order again and again. Mukha ring matibay kahit super affordable ng price. Highly recommend!,,,,
"Thank you seller kahit makulit ako 😂.Shipped lang kagabi, ngaun received ko na.Maraming maraming salamat 😁.
⭐⭐⭐⭐⭐👍👍👍👍👍

Thank you din kay kuya suking rider.",,,,
Complete items at well packed din. Mukha namang maganda ung quality ng items at mura. Thank you seller. Salamat SHOPEEEEE.,,,,
The product is well suited for my Realme 7I cellular phone. It is super easy to install. It is also well packaged. thank you. ,,,,
"Maganda , kailangan lng marunong yun mag kakabit kasi mahirap na masayang haha..
Salamat seller..",,,,
HHAHAHHAHAHAHHAHAHAHAHHAHAHAHHAHAHHAHHHHHHHHHAHHAHAHHAHAHAHAHHAHAHAHAHAHAHAHAHAHHHAHAHAHHAHAHHAHAHAHHHAHHAHAHAHAHHHAHAHAHAHHAHAHAHAHHAHAHAHAHAHAHAHHAHAHAHAHAHHAHAHAHAHAHAHHAHAHAHAHAHAHAHHAHAHAHAHAHHAHAHAHAHAHAHHAHAHAHAHHA SALAMAT SHOPPE HAHAHAHAHHAHAHAHAHAHAHHAHAHAAHAHHAHAAHHAHAHA,,,,
"Thank you seller sa napakaganda at affordable na mga products niyo. Super satisfied customer here.  Will order again. 🥰🙂 
You deserve a 5 stars ⭐⭐⭐⭐⭐",,,,
"You can make emergency calls and texts today and pay later with ComboSOS! Borrow 2 mins of calls and 2 texts to Globe/TM, valid for 1 day for P6. Get this in the GlobeOne app at glbeone.page.link/globeone or by texting COMBOSOS to 3733. Data charges may apply. On your next reload, just add P6 (P5 an",,,,
"Ang ganda po ng quality nya, maganda rin sa paglalaro ng mobile games at legit po, will order again, niceeeeeee hehehehehe ",,,,
Ordered green phone stand kso black ang dumating ok pa rin. 4stars lng kc kng saan2 nakarating nag order ko based sa tracking.,,,,
ganda ng quality satisfied buyer ko.maraming salamat seller!!!keep safe!! i will order again soon!!!⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐👍👌,,,,
wow thank you seller super cute na tempered nyo ganda ng packaging sulit na sulit salamat shopee more sales to come god bless sa shop nato ganda ng quality,,,,
Ini expect ko na hindi sya malinaw dahil matte sya..Mabilis shipment ni seller.  Kahit mura at isang piraso lang inorder ko priority pa rin. Good naman packaging. Thank you. ,,,,
Waiting nalang sa last parcel ko! Very accommodating yung seller ang nice quality of product. By Monday magsesend ulit ako ng orders 😊,,,,
"Ok na ok mga lods.. ❤️
Naway makabit ko sya ng maayos 
Bukas.. 🙏🙏🙏",,,,
Maganda. Solid si seller tama lagi pinapadala ng item. Oorder ulet ako thank you seller five star. Mabilis din sya mag shipp out ,,,,
Thank you shoppeeee. Self service na lng nang makamura. Hopefully okay sya since maganda naman mga reviews. Sana lng tama pag kabit ko.,,,,
complete item.. i love it... my friends like it.. salamat shoppee...thank you seller... 😇😇😇😇😊😊😊😊😊😊😄😄😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,,,,
"ayos sya!!! bait pa ng seller!!!! bilis ng delivery!!!!!! must buy this product!!
tips if ever na nag ka bubbles ang pag kalagay nyo sa phone no use any kind of tape nakakatulong sya!! ang bobo ko magkabittt huhuhu pero sobrang goods ng product ",,,,
"Excellent quality
Very accommodating seller
Well-packaged
Item shipped immediately
Will order again
Salamat shopee🥰 Salamat shopee🥰 Salamat shopee🥰 Salamat shopee🥰 Salamat shopee🥰 Salamat shopee🥰 Salamat shopee🥰 Salamat shopee🥰 Salamat shopee🥰 Salamat shopee🥰 Salamat shopee🥰 Salamat shope",,,,
MAGANDA SIYA!!!! ,,,,
"so ayorn guys, grabe yung balot parang ayaw pabukas HAHAHA. okay lang rin yung quality. ang only problem ko, may dust na mismo sa loob kahit na kakalagay mo lang. as in huhu. pero okay lang quality niya. kaya tuloy may bubbles yung akin, mga lima ganun kasi nilinis ko pa. wala dust remover, pero oks",,,,
YaianwosmsoznsoabB s sjskksnsnss 1V1 CHOU HAHAHAKABAHAJANSKSKSPSMNZKSOSNSJSKSJSNSMSKAKAKMZMZNZBZBZJSKAOALAKDMDNSB,,,,
Sobrang ganda!!!!! Worth it guys!,,,,
"I received the item in good condition, thank you so much 😘",,,,
Thanks!!,,,,
"We ordered again!!!!!
Ang ganda!!!  
❤️❤️❤️❤️❤️❤️❤️
Highly secured ung kanilang packaging. I recommend this SHOP!!!",,,,
Ganda!! at nagsend din si seller ng picture bago isend well packaged din thank you thank you seller.. will order again soon,,,,
Products arrived in good condition and it is well packaged and wrapped in bubble wrap. It also arrived on expected date.,,,,
"sobrang cute... all are well packed and bubble wrapped kaya all are in good shape and condition. its sooo nice, me and niece are so elated with this product...",,,,
Thanks walang basag. Legit may punch hole ung 7i. Kaso manipis lang sya. 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😍😍😍🥰😍🥰😍🥰😍🥰😍🥰😍😍🥰🥰😍🥰😍🥰😍😍🥰😍🥰😍🥰😍🥰😍🥰😍😍🥰😍,,,,
Good for gamers 👌🏻,,,,
"Sobrang gAndA nia pO.. oOrder po uLit akO next time ☺
yung case dikO napo nA picturAn kAsi kinuhA nA nOng umOder tuwAng tuwA din pO... ☺☺ 
Salamat pO 😇💕 GodBless 😇😇",,,,
Got my order today!! No damages and secure yung package ko. Thankyou so much seller for handling it with extra care. Will order again soon!! Sana sukat na sukat sa phone ko. ,,,,
"Jay Park is a songwriter, rapper, record producer, model, dancer, choreographer, entrepreneur, actor, and a member of the Seattle-based b-boy crew, Art of Movement. In addition, Jay Park is founder and CEO of the independent hip hop record label AOMG and H1GHR Music.",,,,
All goods,,,,
Oks naman ung protector sakto thanks seller sa uulitin bilis ng ship ☺️,,,,
Secured naman ang packaging and hindi siya basag or crack nung dumating. Soooooo plus points hahahaha recommend this shop!!! ,,,,
Super Ganda.. Salamat Shopee,,,,
"Okay naman yung product, kaso lang matagal ang shipping , wala ding nakalagay na Fragile para safe ang package pero okay na din kasi na cover naman siya may protection",,,,
okii naman tsaka cute sya kasi nakalagay pa sa plastic bag na may thank you,,,,
"pogi ni hiy, pero maraming bubbles so its a no",,,,
Fast delivery and nice packaging.,,,,
hahagxnHAsjfhskahkzhdj,,,,
Madali matanggal ang tempered di sya madikit talaga sa phone at madami bubbles sa loob pag nilagay. Pero okay ang package at mabilis madeliver. ,,,,
"Lodi seller, salamat sa good item, ok to tol, if makita mo to at nagdadalawang isip ka, bilhin muna, ok tong item to (unit - realme 5/5i",,,,
Cnuskxsjjsksjznajzjjs,,,,
Good for the price no damage ,,,,
Nice packaging at safe naman yung item. Fast delivery and shipping. Nagsend si seller ng picture bago iship. Thank you seller!,,,,
Ganito pala ang ceramic parang film case sya na makapal akala ko glass hehe pero ayos naman i hope it will lasts.thank you po🥰❣️,,,,
This is the worst seller I have experienced. Almost one week bago iship tas kulang pa pinadala. Hindi man lang magreply sa mga message sa kanya. Never again to this seller. Alam niyang kulang ng item kasi binilugan pa niya sa invoice yung wala pero pinadala pa din. Please don't buy from this shop.,,,,
Very nice naman and secured yung item dahil naka bubble wrap. Salamat din sa seller very accommodating naman nag update si seller kung napa ship na yung items mo. Salamat SHOPEE salamat po seller definitely order ako ulit.,,,,
Complete naman n dumating yung order ko..will order again..wala namang damage at well secured naman yung tempered na inorder ko..,,,,
"PAALALA WAG KAYO BUMILI DITO APAKA SCAM NG SHOP NA TO AKO NAGSABI SA INYO, KULANG YUNG IPAPADALA NILA TAS SIRA PA YUNG MGA ITEMS, ANGKAPAL NG MUKHA NG SHOP NATO. WAG KAYO MAG PAPADALA SA RATES NA 4.8 DI YAN LEGIT, SANA MA BAN TO'NG SHOP NA TO SCAMMER PWEE!!!",,,,
GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY GOOD QUALITY G,,,,
eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,,,,
"Good condition naman po yung photocard
5/5 ⭐⭐⭐⭐⭐kaso suggest kulang sana lagyan po ng sleeves or opp plastic
Baka Kasi po madamage or magasgassan yung pc thanks po sa sale happy BUDOL",,,,
"Napaka bilis Ng delivery ni seller at safe na safe ung order ko, napalitan ko na din ung screen protector ko napa ka ganda niya matte mukang brand new ulit Ang phone, thank u seller order ako ulit pag nasira. Hahahaha",,,,
Thankyouuuuuuhshahahaahahagdgdgdgdgdgsgsgsggsgsgsgsggsgsgsgssggwgwgsggsgsggsgsgsgsgsgsgsgsgwgwvwvvwvwvwvwvwvwgwggwgwgwgwgeegevgwgwgwgw,,,,
"I really like the anti sweat finger cover super comfortable to use
I didn't expect the tempered glass super perfect for me na clumsy gumamit ng phone, ang ganda ng quality makapal
About the charger I thought it was type c, hindi pala pero over all ang ganda ng products high quality 
Thank you so muc",,,,
Ok na Sana kasi very affordable price sya. Kaso Yung 2 out of 7 na inorder ko is may mga scratch. Hmmm... Sana next time pa double check before shipping para worth it Naman po sa binayad namin. Salamat.,,,,
"Kamsahamnida seller safe parcel and complete orders.

Hhhdjsiaiqywywoqgsnskaoahsgqyqopwyeudbdksodbdudndudhdudkdofodofjfndhsbsjdjjdkdkdjdjjjdndhhdhdnbxbdnndjdjdjdndialpqiwuehxbx",,,,
"Okay nmn, mura lg
Bsbzbzbzzbx x x bxbbbb£bbbcn njdkslslsodocjcjncncnnznnznnznxndnenendofockckcjcjcnsmslososjccncnfnnffnjfjajajwjejfjcicijfjfjdjsnxncjfjfjdnfnfnvjcjcjnznsnsnxnnc",,,,
"The films are so good for its price. I didn't read the full name of the product, I thought it was a tempered glass but it's fine. It is really good and super affordable. Thank you seller for sending a picture before shipping it, also thanks to Shopee together with your courier partner.",,,,
THANK YOU SHOPEE THANK U SELLER. NAGUSTUHAN NG MAMA KO. BIBILI ULIT AKO NEXT TIME. DI NA DAW MABABASAG YUNG TEMPERD NIYA DAHIL NAKA CERAMIC NA HEHEHEHHE THANK U 😂😂😂😂😂😂😂😂,,,,
Mganda siya sakto din sa phone ko kht hindi sya tlga c2 hahahh mej hndi lang dn sanay pa ang mata ko sa matte na screen pero in all okay sya. Thanks seller!!,,,,
"Who would have thought that the simple ""Community Pantry"" done by concern citizen made a domino effect to the whole country? That simple action became a contagious action which every grateful heart did to show their concern for others. Showing our gratitude for the things we have and sharing it to o",,,,
"Sa 10pcs na order ko may isang piraso na sira may butas na maliit,check ko lahat may parang bubug silang lhat sa loob kaya cguro nagkaroon ng butas ung isa,pero bet ko xa madali ilagay kumpara sa glass na tempered...salamat po👌👌",,,,
Complete order 3rd time to orders in this shop ..mejo mabagal lang delivery ngaun ..dahil inorder ko to 8.8 sobrang dami cguro ng omorder sakanila... thanks seller 5 star parin dahil lagi namang tama ang order ko 😘😘😘😘😘😘😘😘😘😘😘😘😘,,,,
"Thank u so much seller.. 3days lang naideliver n agad at safe n dumating sakin.. Thank u din kay kua rider, hehe suki n nmin xa d2 s brgy. Thank u shopee😊😊😊",,,,
"mabait ni seller hindi nagsnob sa mga complain and marunong mapagkumbaba which is na gamun dapat lahat  ng seller dito so kahit may damage yung isang item dail sa delivery, okay lang dahil nakikipagusap si seller",,,,
Super ganda. Jajegwueneiwkevuwnwgsownwbswuecwdyjwqomwvwuwbwwyebgduwbeywbenwkwiwvsnwuwgwjw7sbeysjsuwwjgqiwne762be7wndnskeoendbsbwk8ehdnsowgwbw8wgwjs8e8wwowmev7dhefsyjwiwoqkskksge8wkgeiwnegkwkw,,,,
Thank you! 😊,,,,
I hope all my orders are always complete and with the same price since i only marked it up with P20 only for it to be sold easily. Thankyou so much seller & shoppee. Specially to the courier. Godbless Y'all 🤍,,,,
So affordable ng item quality na and napaka mura oa .. updated din si seller.. thanks po happy and more selling 😘😘 i will order again,,,,
OkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshieOkshie,,,,
I just receivd my orders completed. Super ganda ng case sa murang halaga. thank you seller for fast shipping. I recommend this shop,,,,
"Good job seller. 
Very good product.
Excellent quality.
Easy to install.
Fast delivery.
Good packaging.
Thank you very much seller!",,,,
"Super thank u seller kase dumating na daw Yung tempered na order in good condition .
Super legit at mabait so seller kase nagsend muna Ng picture bago ship at responded din sila.
Thanks again and again",,,,
2nd Time kona umorder and satisfied again nag sesend ng picture bago iship thats good for me Thankyou seller will order again 😊,,,,
Thank you thank you ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️Thank you thank you ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️Thank you thank you ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️Thank you thank you ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,,,
Grbe 13 pesos may temperd glass na hubby ko matte ang bet nya kac thankyou seller Hindi damage ang pinadala mo may seller kasing manloloko,,,,
Thankyou so much seller ❤️💜💙 A good quality of a product/item 💙💜❤️ I already recieved it in a good condition. Good job seller a big thumbs up👍🏻👍🏻👍🏻 very excellent I highly recomended this shop ❤️💜💙💙💜❤️💙💜❤️💙💜❤️💙💜❤️💙💜❤️💙💜❤️❤️💜💜❤️💙❤️💙💜❤️💙💜💜💙💙❤️💜💙❤️❤️❤️💜💜💜💙💜💙💜❤,,,,
..super ganda nya tlga lhat ng cp nmin inorderan k ng ceramic pang matagalan tlga super love it,,,,
✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨,,,,
"well packed ,, satisfy costumer here 🥰🥰🥰 ty seller ♥️♥️",,,,
"Ang hirap ikabit. Sobrang mura at very okay naman
Mabilis din nadeliver, in just 2 days. Atsaka medyo hard touch kailangan",,,,
"Thank you po shopee, seller and delivery rider. Tama po ung items na diniliver, ang problem lng po ay medyo matagal, pero ayus lang naman po siguro Wala pang kasabay Yung order ko. Thank you po",,,,
Medyo parang hindi sya madikit ang dami bubbles sa screen malinis at wala naman dumi nung pag kalagay ko tumatama pa sa cover kaya umaangat ulit .,,,,
Already received ❤️ Thankyou kala ko ung makapal sya pero okay naman I like it. Sana di madali masira lalo na mismong lcd ko,,,,
Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!Thankyousomuch!,,,,
Kitang kita naman sa muka ng kapatid ko HAHAHAHAHAHA maganda at maayos ang pag pack ng item🥰❤️. Thanks seller,,,,
"Nag check out aq ng 3 pcs n matte ceramic protector at 1 pc n jelly case tagal ko nag hintay pg recieve ng anak ko pg open nmn yan lng nkuha nmn at wla c jelly case naka mura nga aq s tempered glass wala nmn jelly case nag file aq refund wla p hanggang ngyn,, 😟😟😟",,,,
5 star ...super ganda ..sa halagang 10 pesos may case kana ..thanks seller and shopee will order again 😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘🤩🤩🤩🤩🤩🤩🤩🤩😘😘😘😘😘,,,,
"Ayus na nagagamit ko nawala yung pawis ng kamay ko haha kaso syempre dahil matte siya mediyo dumilim, atleast matibay naman siya siguro",,,,
got my orders..grbe sobrang mura nito gud buy tlg..kc sa mall mhal ang tempered na ceramic..thank u po..dito nko bbili plgi!!,,,,
Thank you seller.. 👍🏻👍🏻,,,,
Scam plastik lang???????????????????????????????????????????????,,,,
"Thank you seller,, until next transaction,😘😘 very accommodating.",,,,
"Thanks shopee. Thanks seller. It arrived earlier than expected, very good si courier don. Havent applied it yet. Test ko later. Thanks and will order again sa iba kong phones",,,,
Ibang iba ung luma sa bago awitt nayan! Ako mapapagalitan ni papa langya ka pinahamak mo kalahati ng dignidad ko HAHAHAHA,,,,
"Maayos nman naideliver .
Salamat seller nag send ng picture before i ship. Sana all seller ganyan. dito nko lagi oorder",,,,
Ang ganda ang mura then active si seller salmt sa sunod  ulit,,,,
Ok naman snap kaso Yung isa Kong order Mali Yung unit na nasa loob nung ballot Sana chineck muna kasi nung ikakabit ko na saka lang Nakita... Ayaw pa sumagot ni seller ilang days ko na inintay...,,,,
"Maganda naman siyaaaaa, mabilis dumating. Thank you.",,,,
Okay nmn pero diko inexpect na dark pala sya haha kalla ko clear lang kaya tinaggal ko sya kalla ko may ano sya kaya dark sya then yun hanggang sa wala na ung dikit so  yun sayang lang haha pero okay lang atleast alam kona itsura ng ceramic matte..Salamat po Sa Ilang minutong screen protector whahah,,,,
Napakaganda at napakayos at quality ng item super duper worth it kaya yung mga balak bumili bumili na kase napaka ganda ng product at ni seller dahil maingat at maalaga sila sa kanilang mga item salamat seller sa uulitin po😊,,,,
Maganda namn pero bakit wala yung injector 8 pesos na ngalang pinag kaitan pa.,,,,
Maayus ang pag kabalot nia maganda din,,,,
"Kulang ang dineliver! May pasabi sabi pa ang seller na irerefund, hanggang ngayon wala. Kita naman sa sinend nyang picture bago iship ung items na kulang. Nakakainis!",,,,
THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU THANK YOU,,,,
Nakaka dissapoint nmn kulang ng isa order q,,,,
Tagal ng shipping tapos kinakalawang pa yung item pero kompleto naman.hffujfjfifiififg jfkgkgg kgkggkgkggk gkkgkgkgkgk kgjffkkgkgkg kgkgkgkgk kcfjfkgkgk kgkgkgkgklhkg kgkgkgkgkg kckgkgkgkg kfkgkgkg,,,,
Thank u po super bilis ng delivery and super secured ng packaging kaya ala pong any damage yung tempered. Sa uulitin po ulit :),,,,
Already received the cermaic tempered. I will order again promise for giving me quality product. My trust never fails ❣️❣️❣️,,,,
Maganda pero matagal lang dumating. 13 pesos lang naman kaya okay na rin. Protected ang case naka ipit sa karton thanks seller,,,,
Super nice ang bait ni seller good quality din😍😍,,,,
"Wow, I'm super contented with the quality of the product, it's the best considering its price. I cannot wish for more. Highly recommended.",,,,
thankyou seller sa maayos na pagpack solid nyo godbless po sa uulitin❤️❤️❤️❤️❤️❤️❤️,,,,
fast delivery 😍😍😍,,,,
Thank you seller 5rates ibigay satisfied nmn yung costumer nyo...,,,,
di pa sya nagagamit sana sakto sa cp 😂🙂di pa sya nagagamit sana sakto sa cp 😂🙂di pa sya nagagamit sana sakto sa cp 😂🙂di pa sya nagagamit sana sakto sa cp 😂🙂di pa sya nagagamit sana sakto sa cp 😂🙂,,,,
Thank you so much seller ☺☺ SUPER NICE.. And secured na secured ang item.. The seller send pictures before it shipped ☺☺☺ WILL ORDER AGAIN ☺☺☺,,,,
nskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxnnskaosnxbsksoxn,,,,
"Maganda sya, super recommended lagi, trusted seller sobrang bait nya nag sesend sya Ng item before nya ipack. Maganda Rin quality nya at maayos Ang packaging ❤️",,,,
Gudeve!!d2 npo item! Thanks seller!!Godbless!^_^,,,,
THANK YOUUUUUUUUUUUUUU kahit matagal dumating hahahaha naiintindihan ko naman po. Salamatttttttttttttttttttt ulittttttt. More sales to come💖 kamsaaaaaaaaaaaaaaaaaaaaa,,,,
"Salamat po..
Ps: sadya bang malabo ang harap ng tempered glass or may plastic pba sa ibabaw? Pero satisfied nmn po ang product nyo thanks again ❤️🥰",,,,
"2 Item is damage.. Gupi gupi..!!! Tapos merong isang maling case na binigay,,.. I will not order again..,, nakaka inis.?!!",,,,
Thank you seller😍😍 pa dalawang order ko na toh sa shop nyo. Super ganda talaga ng ceramic tempered glass nyo😍😍 and thank you din kay kuyang nag deliver.,,,,
Maganda sya..saktong sakto sa cellphone ko..Maganda sya..saktong sakto sa cellphone ko..Maganda sya..saktong sakto sa cellphone ko..,,,,
Dalawang items  order ko ung  case wala d dumating sna naman maging  responsable naman c seller iupdate c buyer kc nakaka sira ng tiwala at nakakainis,,,,
"10 ⭐️ super mura, super safe din grabe packaging! Thank you seller",,,,
"Thank you very nice 
In affordable price.",,,,
dyzj qdhwfbef eg etbeg egneg rgneg etnef yeiet ge wfbwf wfjte etb t et efwwtbtwbwr r wrbwr fw wrbwr rbwr wrwr I r you wrdffg,,,,
ang ganda sobra diko na napicturan 😅 ang dali din niya ikabit hindi ako nahirapan at full screen talaga siya. salamat,,,,
Maganda ang product and mabait din si seller,,,,
"Ang ganda ng tempered 13 pesos naka shipping fee pa hahaha, IYAN ang picture ang ganda ng ceramic tempered legit, ndi ko ma picturan kasi nakabit na ng kuya ko kaya screenshot nlng",,,,
Legit at Ang Ganda .. 😍😍😍😍 ginamit ko na agad hehe salamat po sa mabilis na serbisyo . Pero Sana po SA susunod wala Ng biglaang picture o Kung magpipic man wag na po Sana isama Ang muka namin hehe nakakahiya Lalo na pag haggard pa 🤣😅 kamay lang na inaabot ok na hehehehehe thanks po ulit ☺️,,,,
Ang bilis dumating ang bait din ni rider hindi man lang ako tinawagan na dadating 🤣 sana all nambibigla 🤣🤣 pero salamat,,,,
Well package! I receive this package for 13.00 pesos only pero kahit ganon yung price e mabait si seller! Nakawell oackage and no damage featuring FRAGILE  note! The last time na umorder ako ng ganito from other shop jusmiyo mukhang may galit ang seller dun sa shop na yun e HHAHA! Thankyou seller! ❤,,,,
thank you seller for nice product and freebie❤️❤️❤️thank you seller for nice product and freebie❤️❤️❤️thank you seller for nice product and freebie❤️❤️❤️thank you seller for nice product and freebie❤️❤️❤️thank you seller for nice product and freebie❤️❤️❤️thank you seller for nice product and freebie,,,,
This is absolutely stunning. Well the 5 stars speaks for itself Kung gaano kaganda Ang service. I'll buy again next time thanks seller.😇😇😇,,,,
Cheap price..will order again.,,,,
Ganda nung product. Sobrang bilis dumating . Kahapon ko lang inorder dumating na agad ngayon. Thanks seller! ♥️,,,,
Super worth it.👌 Super smooth and dust free. Thank you seller ❣️😇,,,,
",,😆😩😉🙅🤷😶😉🙋🏼🤷🙋🏼😍🙋🏼😍🙋🏼🎉😖🖕😖😍😖😸😸😖🤡🙋🏼🏂🙋🏼😶😜😑😉😑😜😑😜🙂😜🙂😜😑😉😔😜😔😜🙂🤪😑🤪😔😉😔😜🙂🤪🙂😶🙂🤭😑😉😔😜☺️🤪😔😋😡☺️😝😑🤪🧐🤭😔😌☺️😠🙂🤪😑🤔😔🤭😔😛🙂😡🤔😑🤭😔😔AYOSSSSSSSS IDOLOOOKKKKKLLLKKOOOOOOO",,,,
Ok naman kaso seller bat naman ganto packaging mo? Hahaha pero oks lang wala naman damage😊,,,,
Guys mali po ung dineliver c12 po inorder ko pero c11ang nakarating .....nanlolokopo si seller bitin po sa cp ko ung tempered,,,,
Thank you po Ng marami,,,,
isa may sira hnd maayos,,,,
I received my ceramic tempered glass thank you dumating siya ng safe high recommend ko yung shop kaya order na kayo,,,,
"Ang ganda
Thank you 😍🤗",,,,
Thank you so much😻,,,,
Yung para sa realme C3 hindi kasya sa phone ko pero ung sa c11 kasya nman.,,,,
Ty po..ang ganda,,,,
𝔾𝕆𝕆𝔻,,,,
Very very very very very good. responsive seller,,,,
Thank you for fast delivery 😃,,,,
Salamt poh🥰🥰🥰,,,,
"Secured yung parcel, nagsend din si seller ng photo bago iship. Thank you po.",,,,
I received the Parcel okay naman sya and recommended 🥰 nag send ng pic si Seller medyo matagal lang mareceived yung package,,,,
Ganda po at safe ang product❤️,,,,
Slamat poh,,,,
10/10 ⭐⭐⭐,,,,
Excellent quality...... Accommodating seller ......Well Packaged......Item Shipped immediately.....Will order again,,,,
fast delivery and well-packed. received the item in good condition and the seller is very accommodating. would definitely buy again👍🏼,,,,
oh🥰🥰🥰,,,,
Thnks,,,,
Order received matagal nga lang dumating maganda naman sya salamat seller at kay kuyang nag deliver,,,,
ANGGGG GANDAAAAA POOO NGGGG PRRROOODDUCCCTTTT NIUUUUUUU LIKKKKKKEEEEEEE LEEEEEEGGGGGIIIIITTTTTTTTT ❤️❤️❤️❤️❤️❤️❤️❤️,,,,
Ok naman,,,,
Nice,,,,
Panget ang quality nya sinabe lang na ceramic pero ang totoo screen protector lang sya,,,,
Received .. thanks seller ❤️🧡💚,,,,
